index,task,model,scorer,example_id,mean,min,max,example_prompt_sensitivity
603,trec6,gpt-5-nano,equivalence_aware,trec6_0003,1.0,1.0,1.0,0.0
604,trec6,gpt-5-nano,equivalence_aware,trec6_0004,1.0,1.0,1.0,0.0
605,trec6,gpt-5-nano,equivalence_aware,trec6_0005,1.0,1.0,1.0,0.0
606,trec6,gpt-5-nano,equivalence_aware,trec6_0006,1.0,1.0,1.0,0.0
607,trec6,gpt-5-nano,equivalence_aware,trec6_0007,0.875,0.0,1.0,1.0
608,trec6,gpt-5-nano,equivalence_aware,trec6_0008,0.0,0.0,0.0,0.0
609,trec6,gpt-5-nano,equivalence_aware,trec6_0009,1.0,1.0,1.0,0.0
610,trec6,gpt-5-nano,equivalence_aware,trec6_0010,1.0,1.0,1.0,0.0
611,trec6,gpt-5-nano,equivalence_aware,trec6_0011,1.0,1.0,1.0,0.0
612,trec6,gpt-5-nano,equivalence_aware,trec6_0012,0.75,0.0,1.0,1.0
613,trec6,gpt-5-nano,equivalence_aware,trec6_0013,0.75,0.0,1.0,1.0
614,trec6,gpt-5-nano,equivalence_aware,trec6_0014,1.0,1.0,1.0,0.0
615,trec6,gpt-5-nano,equivalence_aware,trec6_0015,1.0,1.0,1.0,0.0
616,trec6,gpt-5-nano,equivalence_aware,trec6_0016,0.0,0.0,0.0,0.0
617,trec6,gpt-5-nano,equivalence_aware,trec6_0017,0.75,0.0,1.0,1.0
618,trec6,gpt-5-nano,equivalence_aware,trec6_0018,1.0,1.0,1.0,0.0
619,trec6,gpt-5-nano,equivalence_aware,trec6_0019,1.0,1.0,1.0,0.0
620,trec6,gpt-5-nano,equivalence_aware,trec6_0020,1.0,1.0,1.0,0.0
621,trec6,gpt-5-nano,equivalence_aware,trec6_0021,1.0,1.0,1.0,0.0
622,trec6,gpt-5-nano,equivalence_aware,trec6_0022,1.0,1.0,1.0,0.0
623,trec6,gpt-5-nano,equivalence_aware,trec6_0023,0.0,0.0,0.0,0.0
624,trec6,gpt-5-nano,equivalence_aware,trec6_0024,1.0,1.0,1.0,0.0
625,trec6,gpt-5-nano,equivalence_aware,trec6_0025,1.0,1.0,1.0,0.0
626,trec6,gpt-5-nano,equivalence_aware,trec6_0026,1.0,1.0,1.0,0.0
627,trec6,gpt-5-nano,equivalence_aware,trec6_0027,1.0,1.0,1.0,0.0
628,trec6,gpt-5-nano,equivalence_aware,trec6_0028,1.0,1.0,1.0,0.0
629,trec6,gpt-5-nano,equivalence_aware,trec6_0029,1.0,1.0,1.0,0.0
630,trec6,gpt-5-nano,equivalence_aware,trec6_0030,1.0,1.0,1.0,0.0
631,trec6,gpt-5-nano,equivalence_aware,trec6_0031,1.0,1.0,1.0,0.0
632,trec6,gpt-5-nano,equivalence_aware,trec6_0032,0.875,0.0,1.0,1.0
633,trec6,gpt-5-nano,equivalence_aware,trec6_0033,1.0,1.0,1.0,0.0
634,trec6,gpt-5-nano,equivalence_aware,trec6_0034,0.875,0.0,1.0,1.0
635,trec6,gpt-5-nano,equivalence_aware,trec6_0035,1.0,1.0,1.0,0.0
636,trec6,gpt-5-nano,equivalence_aware,trec6_0036,1.0,1.0,1.0,0.0
637,trec6,gpt-5-nano,equivalence_aware,trec6_0037,1.0,1.0,1.0,0.0
638,trec6,gpt-5-nano,equivalence_aware,trec6_0038,1.0,1.0,1.0,0.0
639,trec6,gpt-5-nano,equivalence_aware,trec6_0039,0.875,0.0,1.0,1.0
640,trec6,gpt-5-nano,equivalence_aware,trec6_0040,1.0,1.0,1.0,0.0
641,trec6,gpt-5-nano,equivalence_aware,trec6_0041,1.0,1.0,1.0,0.0
642,trec6,gpt-5-nano,equivalence_aware,trec6_0042,1.0,1.0,1.0,0.0
643,trec6,gpt-5-nano,equivalence_aware,trec6_0043,1.0,1.0,1.0,0.0
644,trec6,gpt-5-nano,equivalence_aware,trec6_0044,1.0,1.0,1.0,0.0
645,trec6,gpt-5-nano,equivalence_aware,trec6_0045,1.0,1.0,1.0,0.0
646,trec6,gpt-5-nano,equivalence_aware,trec6_0046,0.375,0.0,1.0,1.0
647,trec6,gpt-5-nano,equivalence_aware,trec6_0047,0.5,0.0,1.0,1.0
648,trec6,gpt-5-nano,equivalence_aware,trec6_0048,0.875,0.0,1.0,1.0
649,trec6,gpt-5-nano,equivalence_aware,trec6_0049,0.0,0.0,0.0,0.0
650,trec6,gpt-5-nano,equivalence_aware,trec6_0050,1.0,1.0,1.0,0.0
651,trec6,gpt-5-nano,equivalence_aware,trec6_0051,1.0,1.0,1.0,0.0
652,trec6,gpt-5-nano,equivalence_aware,trec6_0052,0.0,0.0,0.0,0.0
653,trec6,gpt-5-nano,equivalence_aware,trec6_0053,1.0,1.0,1.0,0.0
654,trec6,gpt-5-nano,equivalence_aware,trec6_0054,1.0,1.0,1.0,0.0
655,trec6,gpt-5-nano,equivalence_aware,trec6_0055,1.0,1.0,1.0,0.0
656,trec6,gpt-5-nano,equivalence_aware,trec6_0056,1.0,1.0,1.0,0.0
657,trec6,gpt-5-nano,equivalence_aware,trec6_0057,1.0,1.0,1.0,0.0
658,trec6,gpt-5-nano,equivalence_aware,trec6_0058,1.0,1.0,1.0,0.0
659,trec6,gpt-5-nano,equivalence_aware,trec6_0059,1.0,1.0,1.0,0.0
660,trec6,gpt-5-nano,equivalence_aware,trec6_0060,1.0,1.0,1.0,0.0
661,trec6,gpt-5-nano,equivalence_aware,trec6_0061,1.0,1.0,1.0,0.0
662,trec6,gpt-5-nano,equivalence_aware,trec6_0062,1.0,1.0,1.0,0.0
663,trec6,gpt-5-nano,equivalence_aware,trec6_0063,1.0,1.0,1.0,0.0
664,trec6,gpt-5-nano,equivalence_aware,trec6_0064,1.0,1.0,1.0,0.0
665,trec6,gpt-5-nano,equivalence_aware,trec6_0065,1.0,1.0,1.0,0.0
666,trec6,gpt-5-nano,equivalence_aware,trec6_0066,1.0,1.0,1.0,0.0
667,trec6,gpt-5-nano,equivalence_aware,trec6_0067,1.0,1.0,1.0,0.0
668,trec6,gpt-5-nano,equivalence_aware,trec6_0068,1.0,1.0,1.0,0.0
669,trec6,gpt-5-nano,equivalence_aware,trec6_0069,1.0,1.0,1.0,0.0
670,trec6,gpt-5-nano,equivalence_aware,trec6_0070,1.0,1.0,1.0,0.0
671,trec6,gpt-5-nano,equivalence_aware,trec6_0071,1.0,1.0,1.0,0.0
672,trec6,gpt-5-nano,equivalence_aware,trec6_0072,0.0,0.0,0.0,0.0
673,trec6,gpt-5-nano,equivalence_aware,trec6_0073,1.0,1.0,1.0,0.0
674,trec6,gpt-5-nano,equivalence_aware,trec6_0074,1.0,1.0,1.0,0.0
675,trec6,gpt-5-nano,equivalence_aware,trec6_0075,1.0,1.0,1.0,0.0
676,trec6,gpt-5-nano,equivalence_aware,trec6_0076,1.0,1.0,1.0,0.0
677,trec6,gpt-5-nano,equivalence_aware,trec6_0077,0.0,0.0,0.0,0.0
678,trec6,gpt-5-nano,equivalence_aware,trec6_0078,1.0,1.0,1.0,0.0
679,trec6,gpt-5-nano,equivalence_aware,trec6_0079,0.875,0.0,1.0,1.0
680,trec6,gpt-5-nano,equivalence_aware,trec6_0080,1.0,1.0,1.0,0.0
681,trec6,gpt-5-nano,equivalence_aware,trec6_0081,1.0,1.0,1.0,0.0
682,trec6,gpt-5-nano,equivalence_aware,trec6_0082,1.0,1.0,1.0,0.0
683,trec6,gpt-5-nano,equivalence_aware,trec6_0083,1.0,1.0,1.0,0.0
684,trec6,gpt-5-nano,equivalence_aware,trec6_0084,1.0,1.0,1.0,0.0
685,trec6,gpt-5-nano,equivalence_aware,trec6_0085,1.0,1.0,1.0,0.0
686,trec6,gpt-5-nano,equivalence_aware,trec6_0086,0.5,0.0,1.0,1.0
687,trec6,gpt-5-nano,equivalence_aware,trec6_0087,1.0,1.0,1.0,0.0
688,trec6,gpt-5-nano,equivalence_aware,trec6_0088,1.0,1.0,1.0,0.0
689,trec6,gpt-5-nano,equivalence_aware,trec6_0089,1.0,1.0,1.0,0.0
690,trec6,gpt-5-nano,equivalence_aware,trec6_0090,0.75,0.0,1.0,1.0
691,trec6,gpt-5-nano,equivalence_aware,trec6_0091,1.0,1.0,1.0,0.0
692,trec6,gpt-5-nano,equivalence_aware,trec6_0092,1.0,1.0,1.0,0.0
693,trec6,gpt-5-nano,equivalence_aware,trec6_0093,0.0,0.0,0.0,0.0
694,trec6,gpt-5-nano,equivalence_aware,trec6_0094,1.0,1.0,1.0,0.0
695,trec6,gpt-5-nano,equivalence_aware,trec6_0095,0.875,0.0,1.0,1.0
696,trec6,gpt-5-nano,equivalence_aware,trec6_0096,1.0,1.0,1.0,0.0
697,trec6,gpt-5-nano,equivalence_aware,trec6_0097,0.5,0.0,1.0,1.0
698,trec6,gpt-5-nano,equivalence_aware,trec6_0098,1.0,1.0,1.0,0.0
699,trec6,gpt-5-nano,equivalence_aware,trec6_0099,0.75,0.0,1.0,1.0
700,trec6,gpt-5-nano,strict,trec6_0000,1.0,1.0,1.0,0.0
701,trec6,gpt-5-nano,strict,trec6_0001,0.5,0.0,1.0,1.0
702,trec6,gpt-5-nano,strict,trec6_0002,1.0,1.0,1.0,0.0
703,trec6,gpt-5-nano,strict,trec6_0003,1.0,1.0,1.0,0.0
704,trec6,gpt-5-nano,strict,trec6_0004,1.0,1.0,1.0,0.0
705,trec6,gpt-5-nano,strict,trec6_0005,1.0,1.0,1.0,0.0
706,trec6,gpt-5-nano,strict,trec6_0006,1.0,1.0,1.0,0.0
707,trec6,gpt-5-nano,strict,trec6_0007,0.875,0.0,1.0,1.0
708,trec6,gpt-5-nano,strict,trec6_0008,0.0,0.0,0.0,0.0
709,trec6,gpt-5-nano,strict,trec6_0009,1.0,1.0,1.0,0.0
710,trec6,gpt-5-nano,strict,trec6_0010,1.0,1.0,1.0,0.0
711,trec6,gpt-5-nano,strict,trec6_0011,1.0,1.0,1.0,0.0
712,trec6,gpt-5-nano,strict,trec6_0012,0.75,0.0,1.0,1.0
713,trec6,gpt-5-nano,strict,trec6_0013,0.75,0.0,1.0,1.0
714,trec6,gpt-5-nano,strict,trec6_0014,1.0,1.0,1.0,0.0
715,trec6,gpt-5-nano,strict,trec6_0015,1.0,1.0,1.0,0.0
716,trec6,gpt-5-nano,strict,trec6_0016,0.0,0.0,0.0,0.0
717,trec6,gpt-5-nano,strict,trec6_0017,0.75,0.0,1.0,1.0
718,trec6,gpt-5-nano,strict,trec6_0018,1.0,1.0,1.0,0.0
719,trec6,gpt-5-nano,strict,trec6_0019,1.0,1.0,1.0,0.0
720,trec6,gpt-5-nano,strict,trec6_0020,1.0,1.0,1.0,0.0
721,trec6,gpt-5-nano,strict,trec6_0021,1.0,1.0,1.0,0.0
722,trec6,gpt-5-nano,strict,trec6_0022,1.0,1.0,1.0,0.0
723,trec6,gpt-5-nano,strict,trec6_0023,0.0,0.0,0.0,0.0
724,trec6,gpt-5-nano,strict,trec6_0024,1.0,1.0,1.0,0.0
725,trec6,gpt-5-nano,strict,trec6_0025,1.0,1.0,1.0,0.0
726,trec6,gpt-5-nano,strict,trec6_0026,1.0,1.0,1.0,0.0
727,trec6,gpt-5-nano,strict,trec6_0027,1.0,1.0,1.0,0.0
728,trec6,gpt-5-nano,strict,trec6_0028,1.0,1.0,1.0,0.0
729,trec6,gpt-5-nano,strict,trec6_0029,1.0,1.0,1.0,0.0
730,trec6,gpt-5-nano,strict,trec6_0030,1.0,1.0,1.0,0.0
731,trec6,gpt-5-nano,strict,trec6_0031,1.0,1.0,1.0,0.0
732,trec6,gpt-5-nano,strict,trec6_0032,0.875,0.0,1.0,1.0
733,trec6,gpt-5-nano,strict,trec6_0033,1.0,1.0,1.0,0.0
734,trec6,gpt-5-nano,strict,trec6_0034,0.875,0.0,1.0,1.0
735,trec6,gpt-5-nano,strict,trec6_0035,1.0,1.0,1.0,0.0
736,trec6,gpt-5-nano,strict,trec6_0036,1.0,1.0,1.0,0.0
737,trec6,gpt-5-nano,strict,trec6_0037,1.0,1.0,1.0,0.0
738,trec6,gpt-5-nano,strict,trec6_0038,1.0,1.0,1.0,0.0
739,trec6,gpt-5-nano,strict,trec6_0039,0.875,0.0,1.0,1.0
740,trec6,gpt-5-nano,strict,trec6_0040,1.0,1.0,1.0,0.0
741,trec6,gpt-5-nano,strict,trec6_0041,1.0,1.0,1.0,0.0
742,trec6,gpt-5-nano,strict,trec6_0042,1.0,1.0,1.0,0.0
743,trec6,gpt-5-nano,strict,trec6_0043,1.0,1.0,1.0,0.0
744,trec6,gpt-5-nano,strict,trec6_0044,1.0,1.0,1.0,0.0
745,trec6,gpt-5-nano,strict,trec6_0045,1.0,1.0,1.0,0.0
746,trec6,gpt-5-nano,strict,trec6_0046,0.375,0.0,1.0,1.0
747,trec6,gpt-5-nano,strict,trec6_0047,0.5,0.0,1.0,1.0
748,trec6,gpt-5-nano,strict,trec6_0048,0.875,0.0,1.0,1.0
749,trec6,gpt-5-nano,strict,trec6_0049,0.0,0.0,0.0,0.0
750,trec6,gpt-5-nano,strict,trec6_0050,1.0,1.0,1.0,0.0
751,trec6,gpt-5-nano,strict,trec6_0051,1.0,1.0,1.0,0.0
752,trec6,gpt-5-nano,strict,trec6_0052,0.0,0.0,0.0,0.0
753,trec6,gpt-5-nano,strict,trec6_0053,1.0,1.0,1.0,0.0
754,trec6,gpt-5-nano,strict,trec6_0054,1.0,1.0,1.0,0.0
755,trec6,gpt-5-nano,strict,trec6_0055,1.0,1.0,1.0,0.0
756,trec6,gpt-5-nano,strict,trec6_0056,1.0,1.0,1.0,0.0
757,trec6,gpt-5-nano,strict,trec6_0057,1.0,1.0,1.0,0.0
758,trec6,gpt-5-nano,strict,trec6_0058,1.0,1.0,1.0,0.0
759,trec6,gpt-5-nano,strict,trec6_0059,1.0,1.0,1.0,0.0
760,trec6,gpt-5-nano,strict,trec6_0060,1.0,1.0,1.0,0.0
761,trec6,gpt-5-nano,strict,trec6_0061,1.0,1.0,1.0,0.0
762,trec6,gpt-5-nano,strict,trec6_0062,1.0,1.0,1.0,0.0
763,trec6,gpt-5-nano,strict,trec6_0063,1.0,1.0,1.0,0.0
764,trec6,gpt-5-nano,strict,trec6_0064,1.0,1.0,1.0,0.0
765,trec6,gpt-5-nano,strict,trec6_0065,1.0,1.0,1.0,0.0
766,trec6,gpt-5-nano,strict,trec6_0066,1.0,1.0,1.0,0.0
767,trec6,gpt-5-nano,strict,trec6_0067,1.0,1.0,1.0,0.0
768,trec6,gpt-5-nano,strict,trec6_0068,1.0,1.0,1.0,0.0
769,trec6,gpt-5-nano,strict,trec6_0069,1.0,1.0,1.0,0.0
770,trec6,gpt-5-nano,strict,trec6_0070,1.0,1.0,1.0,0.0
771,trec6,gpt-5-nano,strict,trec6_0071,1.0,1.0,1.0,0.0
772,trec6,gpt-5-nano,strict,trec6_0072,0.0,0.0,0.0,0.0
773,trec6,gpt-5-nano,strict,trec6_0073,1.0,1.0,1.0,0.0
774,trec6,gpt-5-nano,strict,trec6_0074,1.0,1.0,1.0,0.0
775,trec6,gpt-5-nano,strict,trec6_0075,1.0,1.0,1.0,0.0
776,trec6,gpt-5-nano,strict,trec6_0076,1.0,1.0,1.0,0.0
777,trec6,gpt-5-nano,strict,trec6_0077,0.0,0.0,0.0,0.0
778,trec6,gpt-5-nano,strict,trec6_0078,1.0,1.0,1.0,0.0
779,trec6,gpt-5-nano,strict,trec6_0079,0.875,0.0,1.0,1.0
780,trec6,gpt-5-nano,strict,trec6_0080,1.0,1.0,1.0,0.0
781,trec6,gpt-5-nano,strict,trec6_0081,1.0,1.0,1.0,0.0
782,trec6,gpt-5-nano,strict,trec6_0082,1.0,1.0,1.0,0.0
783,trec6,gpt-5-nano,strict,trec6_0083,1.0,1.0,1.0,0.0
784,trec6,gpt-5-nano,strict,trec6_0084,1.0,1.0,1.0,0.0
785,trec6,gpt-5-nano,strict,trec6_0085,1.0,1.0,1.0,0.0
786,trec6,gpt-5-nano,strict,trec6_0086,0.5,0.0,1.0,1.0
787,trec6,gpt-5-nano,strict,trec6_0087,1.0,1.0,1.0,0.0
788,trec6,gpt-5-nano,strict,trec6_0088,1.0,1.0,1.0,0.0
789,trec6,gpt-5-nano,strict,trec6_0089,1.0,1.0,1.0,0.0
790,trec6,gpt-5-nano,strict,trec6_0090,0.75,0.0,1.0,1.0
791,trec6,gpt-5-nano,strict,trec6_0091,1.0,1.0,1.0,0.0
792,trec6,gpt-5-nano,strict,trec6_0092,1.0,1.0,1.0,0.0
793,trec6,gpt-5-nano,strict,trec6_0093,0.0,0.0,0.0,0.0
794,trec6,gpt-5-nano,strict,trec6_0094,1.0,1.0,1.0,0.0
795,trec6,gpt-5-nano,strict,trec6_0095,0.875,0.0,1.0,1.0
796,trec6,gpt-5-nano,strict,trec6_0096,1.0,1.0,1.0,0.0
797,trec6,gpt-5-nano,strict,trec6_0097,0.5,0.0,1.0,1.0
798,trec6,gpt-5-nano,strict,trec6_0098,1.0,1.0,1.0,0.0
799,trec6,gpt-5-nano,strict,trec6_0099,0.75,0.0,1.0,1.0
